fiscal_year,fund,department,tag_peoples_budget,class,total
2019,General Fund,Finance - Hero Scholarship Awards,Government Operations,"Contrib., Indemnities & Taxes",25000
2019,General Fund,Finance - Indemnities,Government Operations,"Contrib., Indemnities & Taxes",48780000
2019,General Fund,Finance - Reg #32,Government Operations,Personal Services,2650000
2019,General Fund,Finance - Refunds,Government Operations,"Contrib., Indemnities & Taxes",250000
2019,General Fund,Finance - School District Contribution,Government Operations,"Contrib., Indemnities & Taxes",185770541
2019,General Fund,Finance - Witness Fees,Government Operations,Purchase of Services,171518
2019,General Fund,Fire,Emergency Services,Personal Services,280369652
2019,General Fund,Fire,Emergency Services,Purchase of Services,6892121
2019,General Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",10664314
2019,General Fund,Fire,Emergency Services,"Contrib., Indemnities & Taxes",0
2019,General Fund,Fire,Emergency Services,Payments to Other Funds,8259300
2019,General Fund,First Judicial District,Courts & the Justice System,Personal Services,102019947
2019,General Fund,First Judicial District,Courts & the Justice System,Purchase of Services,8480039
2019,General Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",2231868
2019,General Fund,First Judicial District,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2019,General Fund,Fleet Management,Government Operations,Personal Services,18703682
2019,General Fund,Fleet Management,Government Operations,Purchase of Services,5705896
2019,General Fund,Fleet Management,Government Operations,"Materials, Supplies & Equip.",25418211
2019,General Fund,Fleet Management,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,Purchase of Services,0
2019,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",14797739
2019,General Fund,Free Library,Libraries,Personal Services,37639135
2019,General Fund,Free Library,Libraries,Purchase of Services,2324077
2019,General Fund,Free Library,Libraries,"Materials, Supplies & Equip.",2302659
2019,General Fund,Free Library,Libraries,"Contrib., Indemnities & Taxes",0
2019,General Fund,Human Relations Commission,Government Operations,Personal Services,2234730
2019,General Fund,Human Relations Commission,Government Operations,Purchase of Services,34657
2019,General Fund,Human Relations Commission,Government Operations,"Materials, Supplies & Equip.",28031
2019,General Fund,Human Services,Youth Services,Personal Services,27246823
2019,General Fund,Human Services,Youth Services,Purchase of Services,82756805
2019,General Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",2069970
2019,General Fund,Human Services,Youth Services,"Contrib., Indemnities & Taxes",0
2019,General Fund,Labor,Government Operations,Personal Services,1829166
2019,General Fund,Labor,Government Operations,Purchase of Services,173277
2019,General Fund,Labor,Government Operations,"Materials, Supplies & Equip.",11660
2019,General Fund,Law,Government Operations,Personal Services,9394250
2019,General Fund,Law,Government Operations,Purchase of Services,6423170
2019,General Fund,Law,Government Operations,"Materials, Supplies & Equip.",248676
2019,General Fund,Licenses & Inspection,Government Operations,Personal Services,23116155
2019,General Fund,Licenses & Inspection,Government Operations,Purchase of Services,13929060
2019,General Fund,Licenses & Inspection,Government Operations,"Materials, Supplies & Equip.",934475
2019,General Fund,Licenses & Inspection,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,L&I - Board of Building Standards,Government Operations,Personal Services,78574
2019,General Fund,L&I - Board of L&I Review,Government Operations,Personal Services,162284
2019,General Fund,L&I - Board of L&I Review,Government Operations,Purchase of Services,10436
2019,General Fund,Managing Director,Government Operations,Personal Services,21610475
2019,General Fund,Managing Director,Government Operations,Purchase of Services,28143378
2019,General Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",1086392
2019,General Fund,Managing Director,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,Managing Director - Legal Services,Government Operations,Purchase of Services,51574391
2019,General Fund,Mayor's Office,Government Operations,Personal Services,4817851
2019,General Fund,Mayor's Office,Government Operations,Purchase of Services,682465
2019,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",27841
2019,General Fund,Mayor's Office,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",200000
2019,General Fund,Mural Arts Program,Arts & Culture,Personal Services,598987
2019,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,1485615
2019,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Personal Services,475752
2019,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Purchase of Services,482400
2019,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",7000
2019,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3370688
2019,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1596553
2019,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,15534786
2019,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,4187271
2019,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,2345049
2019,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",16665
2019,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2019,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,0
2019,General Fund,Office of Education,Schools & Early Childhood Education,Personal Services,2655579
2019,General Fund,Office of Education,Schools & Early Childhood Education,Purchase of Services,26809368
2019,General Fund,Office of Education,Schools & Early Childhood Education,"Materials, Supplies & Equip.",45550
2019,General Fund,Office of Education,Schools & Early Childhood Education,"Contrib., Indemnities & Taxes",0
2019,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,9120404
2019,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,47319942
2019,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",344127
2019,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",32421
2019,General Fund,Office of Human Resources,Government Operations,Personal Services,5226848
2019,General Fund,Office of Human Resources,Government Operations,Purchase of Services,1239070
2019,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",69432
2019,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,20462257
2019,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,40150610
2019,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",5884500
2019,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,Office of Innovation and Technology - 911,Government Operations,Personal Services,1059768
2019,General Fund,Office of Innovation and Technology - 911,Government Operations,Purchase of Services,26354703
2019,General Fund,Office of Innovation and Technology - 911,Government Operations,"Materials, Supplies & Equip.",8064399
2019,General Fund,Office of the Inspector General,Government Operations,Personal Services,1577241
2019,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,97975
2019,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",5225
2019,General Fund,Office of Property Assessment,Government Operations,Personal Services,12388764
2019,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1703126
2019,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",622600
2019,General Fund,Office of Sustainability,Government Operations,Personal Services,551910
2019,General Fund,Office of Sustainability,Government Operations,Purchase of Services,393508
2019,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",17840
2019,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,0
2019,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,50412093
2019,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,9588490
2019,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2750630
2019,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",2897500
2019,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,1550000
2019,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,4812959
2019,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,3900596
2019,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",91978
2019,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",4168000
2019,General Fund,Police,Police,Personal Services,689431611
2019,General Fund,Police,Police,Purchase of Services,7859807
2019,General Fund,Police,Police,"Materials, Supplies & Equip.",13848952
2019,General Fund,Police,Police,"Contrib., Indemnities & Taxes",0
2019,General Fund,Prisons,Courts & the Justice System,Personal Services,146211349
2019,General Fund,Prisons,Courts & the Justice System,Purchase of Services,98365387
2019,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4373744
2019,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1201757
2019,General Fund,Procurement,Government Operations,Personal Services,2648866
2019,General Fund,Procurement,Government Operations,Purchase of Services,2316267
2019,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",49054
2019,General Fund,Public Health,Public Health Centers,Personal Services,56262472
2019,General Fund,Public Health,Public Health Centers,Purchase of Services,74882896
2019,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",8397518
2019,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",0
2019,General Fund,Public Health,Public Health Centers,Payments to Other Funds,500000
2019,General Fund,Public Property,Government Operations,Personal Services,8834521
2019,General Fund,Public Property,Government Operations,Purchase of Services,30632724
2019,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1435535
2019,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,Public Property,Government Operations,Payments to Other Funds,27678994
2019,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,84608000
2019,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,22457948
2019,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,25008269
2019,General Fund,Records,Government Operations,Personal Services,3142762
2019,General Fund,Records,Government Operations,Purchase of Services,1448779
2019,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",233758
2019,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1456
2019,General Fund,Register of Wills,Government Operations,Personal Services,4173645
2019,General Fund,Register of Wills,Government Operations,Purchase of Services,200486
2019,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",64750
2019,General Fund,Revenue,Government Operations,Personal Services,22700766
2019,General Fund,Revenue,Government Operations,Purchase of Services,7630749
2019,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",919976
2019,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",0
2019,General Fund,Sheriff,Courts & the Justice System,Personal Services,24632430
2019,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,894517
2019,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",685657
2019,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2019,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,125536378
2019,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,169496126
2019,General Fund,Streets - Disposal,Government Operations,Purchase of Services,42440785
2019,General Fund,Streets,Streets,Personal Services,85085552
2019,General Fund,Streets,Streets,Purchase of Services,11502129
2019,General Fund,Streets,Streets,"Materials, Supplies & Equip.",7638104
2019,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",53171
